poem	emotion1	emotion2
Wälderwärts ziehen?	Vitality	Vitality
Alles vergebens!	Vitality	Vitality
Krone des Lebens,	Vitality	Vitality
Glück ohne Ruh,	Vitality	Vitality
Liebe, bist du!	Vitality	Vitality
Der du von dem Himmel bist,	Awe / Sublime	Beauty / Joy
Alle Freud (Alles Leid) und Schmerzen stillest,	Awe / Sublime	Beauty / Joy
Den, der doppelt elend ist,	Awe / Sublime	Beauty / Joy
Doppelt mit Erquickung füllest;	Awe / Sublime	Beauty / Joy
Ach,ich bin des Treibens müde!	Sadness	Vitality
Was soll all die Qual (der Schmerz) und Lust?	Sadness	Vitality
Süßer Friede,	Sadness	Vitality
Komm,ach komm in meine Brust!	Sadness	Vitality
Ich denke dein, wenn mir der Sonne Schimmer	Beauty / Joy	Beauty / Joy
vom Meere strahlt;	Beauty / Joy	Beauty / Joy
Ich denke dein, wenn sich des Mondes Flimmer	Beauty / Joy	Beauty / Joy
In Quellen malt.	Beauty / Joy	Beauty / Joy
Ich sehe dich, wenn auf dem fernen Wege	Beauty / Joy	Beauty / Joy
Der Staub sich hebt;	Beauty / Joy	Beauty / Joy
In tiefer Nacht, wenn auf dem schmalen Stege	Beauty / Joy	Beauty / Joy
Der Wandrer bebt.	Beauty / Joy	Beauty / Joy
Ich höre dich, wenn dort mit dumpfem Rauschen	Beauty / Joy	Beauty / Joy
Die Welle steigt.	Beauty / Joy	Beauty / Joy
Im stillen Haine geh' ich oft zu lauschen,	Beauty / Joy	Beauty / Joy
Wenn alles schweigt.	Beauty / Joy	Beauty / Joy
Ich bin bei dir; du seist auch noch so ferne,	Beauty / Joy	Beauty / Joy
Du bist mir nah!	Beauty / Joy	Beauty / Joy
Die Sonne sinkt, bald leuchten mir die Sterne.	Beauty / Joy	Beauty / Joy
O, wärst du da!	Beauty / Joy	Beauty / Joy
Vor seinem Löwengarten,	Suspense	Suspense
Das Kampfspiel zu erwarten,	Suspense	Suspense
Saß König Franz,	Suspense	Suspense
Und um ihn die Großen der Krone,	Suspense	Suspense
Und rings auf hohem Balkone	Suspense	Suspense
Die Damen in schönem Kranz.	Suspense	Suspense
Und wie er winkt mit dem Finger,	Suspense	Suspense
Auf tut sich der weite Zwinger,	Suspense	Suspense
Und hinein mit bedächtigem Schritt	Suspense	Suspense
Ein Löwe tritt,	Suspense	Suspense
Und sieht sich stumm	Suspense	Suspense
Rings um,	Suspense	Suspense
Mit langem Gähnen,	Suspense	Suspense
Und schüttelt die Mähnen,	Suspense	Suspense
Und streckt die Glieder,	Suspense	Suspense
Und legt sich nieder.	Suspense	Suspense
Und der König winkt wieder,	Suspense	Suspense
Da öffnet sich behend	Suspense	Suspense
Ein zweites Tor,	Suspense	Suspense
Daraus rennt	Suspense	Suspense
Mit wildem Sprunge	Suspense	Suspense
Ein Tiger hervor,	Suspense	Suspense
Wie der den Löwen erschaut,	Suspense	Suspense
Brüllt er laut,	Suspense	Suspense
Schlägt mit dem Schweif	Suspense	Suspense
Einen furchtbaren Reif,	Suspense	Suspense
Und recket die Zunge,	Suspense	Suspense
Und im Kreise scheu	Suspense	Suspense
Umgeht er den Leu	Suspense	Humor
Grimmig schnurrend;	Suspense	Humor
Drauf streckt er sich murrend	Suspense	Humor
Zur Seite nieder.	Suspense	Humor
Und der König winkt wieder,	Suspense	Suspense
Da speit das doppelt geöffnete Haus	Suspense	Suspense
Zwei Leoparden auf einmal aus,	Suspense	Suspense
Die stürzen mit mutiger Kampfbegier	Suspense	Suspense
Auf das Tigertier,	Suspense	Suspense
Das packt sie mit seinen grimmigen Tatzen,	Suspense	Suspense
Und der Leu mit Gebrüll	Suspense	Suspense
Richtet sich auf, da wird's still,	Suspense	Suspense
Und herum im Kreis,	Suspense	Suspense
Von Mordsucht heiß,	Suspense	Suspense
Lagern die greulichen Katzen.	Suspense	Suspense
Da fällt von des Altans Rand	Suspense	Suspense
Ein Handschuh von schöner Hand	Suspense	Suspense
Zwischen den Tiger und den Leun	Suspense	Suspense
Mitten hinein.	Suspense	Suspense
Und zu Ritter Delorges spottenderweis	Suspense	Suspense
Wendet sich Fräulein Kunigund:	Suspense	Suspense
»Herr Ritter, ist Eure Lieb so heiß,	Suspense	Suspense
Wie Ihr mir's schwört zu jeder Stund,	Suspense	Suspense
Ei, so hebt mir den Handschuh auf.«	Suspense	Suspense
Und der Ritter in schnellem Lauf	Suspense	Suspense
Steigt hinab in den furchtbarn Zwinger	Suspense	Suspense
Mit festem Schritte,	Suspense	Suspense
Und aus der Ungeheuer Mitte	Suspense	Suspense
Nimmt er den Handschuh mit keckem Finger.	Suspense	Suspense
Und mit Erstaunen und mit Grauen	Beauty / Joy	Beauty / Joy
Sehen's die Ritter und Edelfrauen,	Beauty / Joy	Beauty / Joy
Und gelassen bringt er den Handschuh zurück.	Beauty / Joy	Beauty / Joy
Da schallt ihm sein Lob aus jedem Munde,	Beauty / Joy	Beauty / Joy
Aber mit zärtlichem Liebesblick ?	Beauty / Joy	Beauty / Joy
Er verheißt ihm sein nahes Glück ?	Beauty / Joy	Beauty / Joy
Empfängt ihn Fräulein Kunigunde.	Beauty / Joy	Beauty / Joy
Und er wirft ihr den Handschuh ins Gesicht:	Beauty / Joy	Humor
»Den Dank, Dame, begehr ich nicht«,	Beauty / Joy	Humor
Und verläßt sie zur selben Stunde.	Beauty / Joy	Humor
Wenn die Sonne weggegangen,	Suspense	Beauty / Joy
kommt die Dunkelheit heran,	Suspense	Beauty / Joy
Abendrot hat goldne Wangen,	Beauty / Joy	Beauty / Joy
und die Nacht hat Trauer an.	Beauty / Joy	Beauty / Joy
Seit die Liebe weggegangen,	Sadness	Sadness
bin ich nun ein Mohrenkind,	Sadness	Sadness
und die roten frohen Wangen	Sadness	Sadness
dunkel und verloren sind.	Sadness	Sadness
Dunkelheit muß tief verschweigen	Sadness	Sadness
alles Wehe, alle Lust;	Sadness	Sadness
aber Mond und Sterne zeigen,	Beauty / Joy	Sadness
was mir wohnet in der Brust.	Beauty / Joy	Sadness
Wenn die Lippen dir verschweigen	Beauty / Joy	Sadness
meines Herzens stille Glut,	Beauty / Joy	Sadness
müssen Blick und Tränen zeigen,	Beauty / Joy	Sadness
wie die Liebe nimmer ruht.	Beauty / Joy	Sadness
Es hat ein Kuß mir Leben eingehaucht,	Vitality	Vitality
Gestillet meines Busens tiefstes Schmachten,	Vitality	Vitality
Komm, Dunkelheit! mich traulich zu umnachten,	Vitality	Vitality
Daß neue Wonne meine Lippe saugt.	Vitality	Vitality
In Träume war solch Leben eingetaucht,	Beauty / Joy	Beauty / Joy
Drum leb' ich, ewig Träume zu betrachten,	Beauty / Joy	Beauty / Joy
Kann aller andern Freuden Glanz verachten	Beauty / Joy	Beauty / Joy
Weil nur die Nacht so süßen Balsam haucht.	Beauty / Joy	Beauty / Joy
Der Tag ist karg an liebesüßen Wonnen,	Sadness	Sadness
Es schmerzt mich seines Lichtes eitles Prangen	Sadness	Sadness
Und mich verzehren seiner Sonne Gluthen.	Sadness	Sadness
Drum birg dich Aug' dem Glanze irrd'scher Sonnen!	Sadness	Vitality
Hüll' dich in Nacht, sie stillet dein Verlangen	Sadness	Sadness
Und heilt den Schmerz, wie Lethes kühle Fluthen.	Sadness	Sadness
Vergangen ist der lichte Tag,	Beauty / Joy	Beauty / Joy
Von ferne kommt der Glocken Schlag;	Beauty / Joy	Beauty / Joy
So reist die Zeit die ganze Nacht,	Beauty / Joy	Beauty / Joy
Nimmt manchen mit, der's nicht gedacht.	Beauty / Joy	Beauty / Joy
Wo ist nun hin die bunte Lust,	Sadness	Sadness
Des Freundes Trost und treue Brust,	Sadness	Sadness
Des Weibes süßer Augenschein?	Sadness	Sadness
Will keiner mit mir munter sein?	Sadness	Sadness
Da's nun so stille auf der Welt,	Beauty / Joy	Beauty / Joy
Ziehn Wolken einsam übers Feld,	Beauty / Joy	Beauty / Joy
Und Feld und Baum besprechen sich ?	Beauty / Joy	Beauty / Joy
O Menschenkind! was schauert dich?	Beauty / Joy	Beauty / Joy
Wie weit die falsche Welt auch sei,	Beauty / Joy	Awe / Sublime
Bleibt mir doch Einer nur getreu,	Beauty / Joy	Awe / Sublime
Der mit mir weint, der mit mir wacht,	Beauty / Joy	Awe / Sublime
Wenn ich nur recht an ihn gedacht.	Beauty / Joy	Awe / Sublime
Frisch auf denn, liebe Nachtigall,	Vitality	Vitality
Du Wasserfall mit hellem Schall!	Vitality	Vitality
Gott loben wollen wir vereint,	Vitality	Vitality
Bis daß der lichte Morgen scheint!	Vitality	Vitality
Es ist schon spät, es wird schon kalt,	Uneasiness	Uneasiness
Was reit?st du einsam durch den Wald?	Uneasiness	Uneasiness
Der Wald ist lang, du bist allein,	Uneasiness	Uneasiness
Du schöne Braut! Ich führ? dich heim!	Uneasiness	Uneasiness
?Groß ist der Männer Trug und List,	Uneasiness	Suspense
Vor Schmerz mein Herz gebrochen ist,	Uneasiness	Suspense
Wohl irrt das Waldhorn her und hin,	Uneasiness	Suspense
O flieh! Du weißt nicht, wer ich bin.?	Uneasiness	Suspense
So reich geschmückt ist Roß und Weib,	Beauty / Joy	Beauty / Joy
So wunderschön der junge Leib,	Beauty / Joy	Beauty / Joy
Jetzt kenn? ich dich ? Gott steh? mir bei!	Uneasiness	Beauty / Joy
Du bist die Hexe Lorelei.	Uneasiness	Beauty / Joy
?Du kennst mich wohl ? von hohem Stein	Uneasiness	Uneasiness
Schaut still mein Schloß tief in den Rhein.	Uneasiness	Uneasiness
Es ist schon spät, es wird schon kalt,	Uneasiness	Uneasiness
Kommst nimmermehr aus diesem Wald!?	Uneasiness	Uneasiness
Mein Herz, mein Herz ist traurig,	Sadness	Sadness
Doch lustig leuchtet der Mai;	Beauty / Joy	Sadness
Ich stehe, gelehnt an der Linde,	Beauty / Joy	Sadness
Hoch auf der alten Bastei.	Beauty / Joy	Sadness
Da drunten fließt der blaue	Beauty / Joy	Beauty / Joy
Stadtgraben in stiller Ruh;	Beauty / Joy	Beauty / Joy
Ein Knabe fährt im Kahne,	Beauty / Joy	Beauty / Joy
Und angelt und pfeift dazu.	Beauty / Joy	Beauty / Joy
Jenseits erheben sich freundlich,	Beauty / Joy	Beauty / Joy
In winziger, bunter Gestalt,	Beauty / Joy	Beauty / Joy
Lusthäuser, und Gärten, und Menschen,	Beauty / Joy	Beauty / Joy
Und Ochsen, und Wiesen, und Wald.	Beauty / Joy	Beauty / Joy
Die Mägde bleichen Wäsche,	Beauty / Joy	Beauty / Joy
Und springen im Gras herum;	Beauty / Joy	Beauty / Joy
Das Mühlrad stäubt Diamanten,	Beauty / Joy	Beauty / Joy
Ich höre sein fernes Gesumm.	Beauty / Joy	Beauty / Joy
Am alten grauen Turme	Beauty / Joy	Beauty / Joy
Ein Schilderhäuschen steht;	Beauty / Joy	Beauty / Joy
Ein rotgeröckter Bursche	Beauty / Joy	Beauty / Joy
Dort auf und nieder geht.	Beauty / Joy	Beauty / Joy
Er spielt mit seiner Flinte,	Beauty / Joy	Beauty / Joy
Die funkelt im Sonnenrot,	Beauty / Joy	Beauty / Joy
Er präsentiert und schultert -	Beauty / Joy	Beauty / Joy
Ich wollt, er schösse mich tot.	Sadness	Sadness
Gelassen stieg die Nacht ans Land,	Beauty / Joy	Beauty / Joy
Lehnt träumend an der Berge Wand,	Beauty / Joy	Beauty / Joy
Ihr Auge sieht die goldne Waage	Beauty / Joy	Beauty / Joy
Der Zeit in gleichen Schalen stille ruhn;	Beauty / Joy	Beauty / Joy
Und kecker rauschen die Quellen hervor,	Beauty / Joy	Beauty / Joy
Sie singen der Mutter, der Nacht, ins Ohr	Beauty / Joy	Beauty / Joy
Vom Tage,	Beauty / Joy	Beauty / Joy
Vom heute gewesenen Tage.	Beauty / Joy	Beauty / Joy
Das uralt alte Schlummerlied,	Beauty / Joy	Sadness
Sie achtet's nicht, sie ist es müd;	Beauty / Joy	Sadness
Ihr klingt des Himmels Bläue süßer noch,	Beauty / Joy	Sadness
Der flüchtgen Stunden gleichgeschwungnes Joch.	Beauty / Joy	Sadness
Doch immer behalten die Quellen das Wort,	Beauty / Joy	Sadness
Es singen die Wasser im Schlafe noch fort	Beauty / Joy	Sadness
Vom Tage,	Beauty / Joy	Sadness
Vom heute gewesenen Tage.	Beauty / Joy	Sadness
Herz, mein Herz, warum so fröhlich,	Vitality	Beauty / Joy
So voll Unruh und zerstreut,	Vitality	Beauty / Joy
Als käm über Berge selig	Vitality	Beauty / Joy
Schon die schöne Frühlingszeit?	Vitality	Beauty / Joy
Weil ein liebes Mädchen wieder	Beauty / Joy	Beauty / Joy
Herzlich an dein Herz sich drückt,	Beauty / Joy	Beauty / Joy
Schaust du fröhlich auf und nieder,	Beauty / Joy	Beauty / Joy
Erd und Himmel dich erquickt.	Beauty / Joy	Beauty / Joy
Und ich hab die Fenster offen,	Vitality	Vitality
Neu zieh in die Welt hinein	Vitality	Vitality
Altes Bangen, altes Hoffen!	Vitality	Vitality
Frühling, Frühling soll es sein!	Vitality	Vitality
Still kann ich hier nicht mehr bleiben,	Vitality	Vitality
Durch die Brust ein Singen irrt,	Vitality	Vitality
Doch zu licht ist's mir zum Schreiben,	Vitality	Vitality
Und ich bin so froh verwirrt.	Vitality	Vitality
Also schlendr' ich durch die Gassen,	Vitality	Vitality
Menschen gehen her und hin,	Vitality	Vitality
Weiß nicht, was ich tu und lasse,	Vitality	Vitality
Nur, daß ich so glücklich bin.	Vitality	Vitality
In seinem Garten wandelt er allein;	Sadness	Sadness
In alle Bäume gräbt er immer wieder	Sadness	Sadness
Gedankenschwer den einz'gen Namen ein,	Sadness	Sadness
Und in dem Namen klagen seine Lieder.	Sadness	Sadness
Sanft blaut der Himmel, milde Rosen webt	Sadness	Beauty / Joy
Die Sommerzeit durch mächt'ge Blättermassen.	Sadness	Beauty / Joy
Er schaut sie nicht; die Zeit, in der er lebt,	Sadness	Sadness
Ist alt, verblüht, von allen längst verlassen.	Sadness	Sadness
Wir schlafen ganz, wie Brutus schlief -	Suspense	Suspense
Doch jener erwachte und bohrte tief	Suspense	Suspense
In Cäsars Brust das kalte Messer!	Suspense	Suspense
Die Römer waren Tyrannenfresser.	Suspense	Suspense
Wir sind keine Römer, wir rauchen Tabak.	Humor	Humor
Ein jedes Volk hat seinen Geschmack,	Humor	Humor
Ein jedes Volk hat seine Größe;	Humor	Humor
In Schwaben kocht man die besten Klöße.	Humor	Humor
Wir sind Germanen, gemütlich und brav,	Humor	Beauty / Joy
Wir schlafen gesunden Pflanzenschlaf,	Humor	Beauty / Joy
Und wenn wir erwachen, pflegt uns zu dürsten,	Humor	Beauty / Joy
Doch nicht nach dem Blute unserer Fürsten.	Humor	Beauty / Joy
Wir sind so treu wie Eichenholz,	Humor	Beauty / Joy
Auch Lindenholz, drauf sind wir stolz;	Humor	Beauty / Joy
Im Land der Eichen und der Linden	Humor	Beauty / Joy
Wird niemals sich ein Brutus finden.	Humor	Beauty / Joy
Und wenn auch ein Brutus unter uns wär,	Humor	Humor
Den Cäsar fänd er nimmermehr,	Humor	Humor
Vergeblich würd er den Cäsar suchen;	Humor	Humor
Wir haben gute Pfefferkuchen.	Humor	Humor
Wir haben sechsunddreißig Herrn	Humor	Humor
(Ist nicht zuviel!), und einen Stern	Humor	Humor
Trägt jeder schützend auf seinem Herzen,	Humor	Humor
Und er braucht nicht zu fürchten die Iden des Märzen.	Humor	Humor
Wir nennen sie Väter, und Vaterland	Humor	Humor
Benennen wir dasjenige Land,	Humor	Humor
das erbeigentümlich gehört den Fürsten;	Humor	Humor
Wir lieben auch Sauerkraut mit Würsten.	Humor	Humor
Wenn unser Vater spazieren geht,	Humor	Humor
Ziehn wir den Hut mit Pietät;	Humor	Humor
Deutschland, die fromme Kinderstube,	Humor	Beauty / Joy
Ist keine römische Mördergrube.	Humor	Beauty / Joy
Am grauen Strand, am grauen Meer	Beauty / Joy	Sadness
Und seitab liegt die Stadt;	Beauty / Joy	Sadness
Der Nebel drückt die Dächer schwer,	Beauty / Joy	Sadness
Und durch die Stille braust das Meer	Beauty / Joy	Sadness
Eintönig um die Stadt.	Beauty / Joy	Sadness
Es rauscht kein Wald, es schlägt im Mai	Sadness	Sadness
Kein Vogel ohn Unterlaß;	Sadness	Sadness
Die Wandergans mit hartem Schrei	Sadness	Sadness
Nur fliegt in Herbstesnacht vorbei,	Sadness	Sadness
Am Strande weht das Gras.	Sadness	Sadness
Doch hängt mein ganzes Herz an dir,	Beauty / Joy	Beauty / Joy
Du graue Stadt am Meer;	Beauty / Joy	Beauty / Joy
Der Jugend Zauber für und für	Beauty / Joy	Beauty / Joy
Ruht lächelnd doch auf dir, auf dir,	Beauty / Joy	Beauty / Joy
Du graue Stadt am Meer.	Beauty / Joy	Beauty / Joy
Mir ist, ich weiß nicht wie, ich seufze für und für.	Sadness	Sadness
Ich weine Tag und Nacht; ich sitz' in tausend Schmerzen;	Sadness	Sadness
Und tausend fürcht' ich noch; die Kraft in meinem Herzen	Sadness	Sadness
Verschwindt, der Geist verschmacht', die Hände sinken mir.	Sadness	Sadness
Die Wangen werden bleich, der muntern Augen Zier	Uneasiness	Sadness
Vergeht gleich als der Schein der schon verbrannten Kerzen.	Uneasiness	Sadness
Die Seele wird bestürmt, gleich wie die See im Märtzen.	Uneasiness	Sadness
Was ist dies Leben doch, was sind wir, ich und ihr?	Uneasiness	Awe / Sublime
Was bilden wir uns ein, was wünschen wir zu haben?	Sadness	Sadness
Itzt sind wir hoch und groß, und morgen schon vergraben;	Sadness	Sadness
Itzt Blumen, morgen Kot. Wir sind ein Wind, ein Schaum,	Sadness	Sadness
Ein Nebel und ein Bach, ein Reif, ein Tau, ein Schatten;	Sadness	Sadness
Itzt was und morgen nichts. Und was sind unsre Taten	Sadness	Sadness
Als ein mit herber Angst durchmischter Traum.	Sadness	Sublime
John Maynard!	Suspense	Suspense
"Wer ist John Maynard?"	Suspense	Suspense
"John Maynard war unser Steuermann,	Suspense	Beauty / Joy
aushielt er, bis er das Ufer gewann,	Beauty / Joy	Beauty / Joy
er hat uns gerettet, er trägt die Kron',	Beauty / Joy	Beauty / Joy
er starb für uns, unsre Liebe sein Lohn.	Beauty / Joy	Beauty / Joy
John Maynard."	Beauty / Joy	Beauty / Joy
Die "Schwalbe" fliegt über den Erie-See,	Beauty / Joy	Beauty / Joy
Gischt schäumt um den Bug wie Flocken von Schnee;	Beauty / Joy	Beauty / Joy
von Detroit fliegt sie nach Buffalo -	Beauty / Joy	Beauty / Joy
die Herzen aber sind frei und froh,	Beauty / Joy	Beauty / Joy
und die Passagiere mit Kindern und Fraun	Beauty / Joy	Beauty / Joy
im Dämmerlicht schon das Ufer schaun,	Beauty / Joy	Beauty / Joy
und plaudernd an John Maynard heran	Beauty / Joy	Beauty / Joy
tritt alles: "Wie weit noch, Steuermann?"	Beauty / Joy	Beauty / Joy
Der schaut nach vorn und schaut in die Rund:	Beauty / Joy	Beauty / Joy
"Noch dreißig Minuten ... Halbe Stund."	Beauty / Joy	Beauty / Joy
Alle Herzen sind froh, alle Herzen sind frei	Beauty / Joy	Beauty / Joy
da klingt's aus dem Schiffsraum her wie Schrei,	Suspense	Uneasiness
"Feuer!" war es, was da klang,	Suspense	Uneasiness
ein Qualm aus Kajüt und Luke drang,	Suspense	Uneasiness
ein Qualm, dann Flammen lichterloh,	Suspense	Uneasiness
und noch zwanzig Minuten bis Buffalo.	Suspense	Uneasiness
Und die Passagiere, bunt gemengt,	Uneasiness	Uneasiness
am Bugspriet stehn sie zusammengedrängt,	Uneasiness	Uneasiness
am Bugspriet vorn ist noch Luft und Licht,	Uneasiness	Uneasiness
am Steuer aber lagert sich´s dicht,	Uneasiness	Suspense
und ein Jammern wird laut: "Wo sind wir? wo?"	Uneasiness	Uneasiness
Und noch fünfzehn Minuten bis Buffalo. -	Suspense	Suspense
Der Zugwind wächst, doch die Qualmwolke steht,	Suspense	Suspense
der Kapitän nach dem Steuer späht,	Suspense	Suspense
er sieht nicht mehr seinen Steuermann,	Suspense	Suspense
aber durchs Sprachrohr fragt er an:	Suspense	Suspense
"Noch da, John Maynard?"	Suspense	Suspense
"Ja,Herr. Ich bin."	Suspense	Suspense
"Auf den Strand! In die Brandung!"	Suspense	Suspense
"Ich halte drauf hin."	Suspense	Suspense
Und das Schiffsvolk jubelt: "Halt aus! Hallo!"	Suspense	Suspense
Und noch zehn Minuten bis Buffalo. - -	Suspense	Suspense
"Noch da, John Maynard?" Und Antwort schallt's	Suspense	Suspense
mit ersterbender Stimme: "Ja, Herr, ich halt's!"	Suspense	Suspense
Und in die Brandung, was Klippe, was Stein,	Suspense	Suspense
jagt er die "Schwalbe" mitten hinein.	Suspense	Suspense
Soll Rettung kommen, so kommt sie nur so.	Beauty / Joy	Beauty / Joy
Rettung: der Strand von Buffalo!	Beauty / Joy	Beauty / Joy
Das Schiff geborsten. Das Feuer verschwelt.	Suspense	Suspense
Gerettet alle. Nur einer fehlt!	Suspense	Suspense
Alle Glocken gehn; ihre Töne schwell'n	Sadness	Sadness
himmelan aus Kirchen und Kapell'n,	Sadness	Sadness
ein Klingen und Läuten, sonst schweigt die Stadt,	Sadness	Sadness
ein Dienst nur, den sie heute hat:	Sadness	Sadness
Zehntausend folgen oder mehr,	Sadness	Sadness
und kein Aug' im Zuge, das tränenleer.	Sadness	Sadness
Sie lassen den Sarg in Blumen hinab,	Sadness	Sadness
mit Blumen schließen sie das Grab,	Sadness	Sadness
und mit goldner Schrift in den Marmorstein	Suspense	Sadness
schreibt die Stadt ihren Dankspruch ein:	Suspense	Sadness
Hier ruht John Maynard! In Qualm und Brand	Beauty / Joy	Beauty / Joy
hielt er das Steuer fest in der Hand,	Beauty / Joy	Beauty / Joy
er hat uns gerettet, er trägt die Kron,	Beauty / Joy	Beauty / Joy
er starb für uns, unsre Liebe sein Lohn.	Beauty / Joy	Beauty / Joy
John Maynard.	Beauty / Joy	Beauty / Joy
Die Krähen schrein	Uneasiness	Uneasiness
Und ziehen schwirren Flugs zur Stadt	Uneasiness	Uneasiness
Bald wird es schnein,	Uneasiness	Uneasiness
Wohl dem, der jetzt noch - Heimat hat!	Uneasiness	Uneasiness
Nun stehst du starr,	Sadness	Sadness
Schaust rückwärts, ach! wie lange schon!	Sadness	Sadness
Was bist du Narr	Sadness	Sadness
Vor Winters in die Welt entflohn?	Sadness	Sadness
Die Welt - ein Tor	Sadness	Sadness
Zu tausend Wüsten stumm und kalt!	Sadness	Sadness
Wer das verlor,	Sadness	Sadness
Was du verlorst, macht nirgends Halt.	Sadness	Sadness
Nun stehst du bleich,	Sadness	Sadness
Zur Winter-Wanderschaft verflucht,	Sadness	Sadness
Dem Rauche gleich,	Sadness	Sadness
Der stets nach kältern Himmeln sucht.	Sadness	Sadness
Flieg, Vogel, schnarr	Sadness	Sadness
Dein Lied im Wüstenvogel-Ton!	Sadness	Sadness
Versteck, du Narr,	Sadness	Sadness
Dein blutend Herz in Eis und Hohn!	Sadness	Sadness
Die Krähen schrein	Uneasiness	Uneasiness
Und ziehen schwirren Flugs zur Stadt:	Uneasiness	Uneasiness
Bald wird es schnein,	Uneasiness	Uneasiness
Weh dem, der keine Heimat hat!	Uneasiness	Uneasiness
Sei dennoch unverzagt! Gib dennoch unverloren!	Vitality	Vitality
Weich keinem Glücke nicht, steh höher als der Neid,	Vitality	Vitality
vergnüge dich an dir und acht es für kein Leid,	Vitality	Vitality
hat sich gleich wider dich Glück, Ort und Zeit verschworen.	Vitality	Vitality
Was dich betrübt und labt, halt alles für erkoren;	Vitality	Vitality
nimm dein Verhängnis an. Laß alles unbereut.	Vitality	Vitality
Tu, was getan muß sein, und eh man dir?s gebeut.	Vitality	Vitality
Was du noch hoffen kannst, das wird noch stets geboren.	Vitality	Vitality
Was klagt, was lobt man noch? Sein Unglück und sein Glücke	Beauty / Joy	Vitality
ist ihm ein jeder selbst. Schau alle Sachen an:	Beauty / Joy	Vitality
dies alles ist in dir. Laß deinen eitlen Wahn,	Beauty / Joy	Vitality
und eh du fürder gehst, so geh in dich zurücke.	Awe / Sublime	Beauty / Joy
Wer sein selbst Meister ist und sich beherrschen kann,	Awe / Sublime	Beauty / Joy
dem ist die weite Welt und alles untertan.	Awe / Sublime	Beauty / Joy
Dô Friderich ûz Osterrîch alsô gewarp,	Sadness	Sadness
daz er an der sêle genas und im der lîp erstarp,	Sadness	Sadness
dô fuort er mînen krenechen trit in die erde,	Sadness	Sadness
Dô gienc ich slîchent als ein pfawe, swar ich gie,	Sadness	Sadness
daz houbet hanht ich nider unz ûf mîniu knie,	Sadness	Sadness
nû riht ich ez ûf nâch vollem werde:	Vitality	Vitality
ich bin wol ze fiure komen,	Vitality	Vitality
mich hât daz rîche und ouch diu krône an sich genomen,	Vitality	Vitality
wol ûf, swer tanzen welle nâch der gîgen!	Vitality	Vitality
mir ist mîner swære buoz,	Vitality	Vitality
êrste wil ich eben setzen mînen fuoz	Vitality	Vitality
und wider in ein hôhgemüete stîgen.	Vitality	Vitality
Siehst du die Stadt, wie sie da drüben ruht,	Beauty / Joy	Beauty / Joy
Sich flüsternd schmieget in das Kleid der Nacht?	Beauty / Joy	Beauty / Joy
Es gießt der Mond der Silberseide Flut	Beauty / Joy	Beauty / Joy
Auf sie herab in zauberischer Pracht.	Beauty / Joy	Beauty / Joy
Der laue Nachtwind weht ihr Atmen her,	Beauty / Joy	Uneasiness
So geisterhaft, verlöschend leisen Klang:	Beauty / Joy	Uneasiness
Sie weint im Traum, sie atmet tief und schwer,	Beauty / Joy	Uneasiness
Sie lispelt, rätselvoll, verlockend bang	Beauty / Joy	Uneasiness
Die dunkle Stadt, sie schläft im Herzen mein	Beauty / Joy	Beauty / Joy
Mit Glanz und Glut, mit qualvoll bunter Pracht:	Beauty / Joy	Beauty / Joy
Doch schmeichelnd schwebt um dich ihr Widerschein,	Beauty / Joy	Beauty / Joy
Gedämpft zum Flüstern, gleitend durch die Nacht.	Beauty / Joy	Beauty / Joy
Der wandernde Wind auf den Wegen	Beauty / Joy	Beauty / Joy
War angefüllt mit süßem Laut,	Beauty / Joy	Beauty / Joy
Der dämmernde rieselnde Regen	Beauty / Joy	Beauty / Joy
War mit Verlangen feucht betaut.	Beauty / Joy	Beauty / Joy
Das rinnende rauschende Wasser	Beauty / Joy	Beauty / Joy
Berauschte verwirrend die Stimmen	Beauty / Joy	Beauty / Joy
Der Träume, die blasser und blasser	Beauty / Joy	Sadness
Im schwebenden Nebel verschwimmen.	Beauty / Joy	Sadness
Der Wind in den wehenden Weiden,	Beauty / Joy	Beauty / Joy
Am Wasser der wandernde Wind	Beauty / Joy	Beauty / Joy
Berauschte die sehnenden Leiden,	Beauty / Joy	Beauty / Joy
Die in der Dämmerung sind.	Beauty / Joy	Beauty / Joy
Der Weg im dämmernden Wehen,	Sadness	Sadness
Er führte zu keinem Ziel,	Sadness	Sadness
Doch war er gut zu gehen	Beauty / Joy	Sadness
Im Regen, der rieselnd fiel.	Beauty / Joy	Sadness
Der Mensch, das Spiel der Zeit, spielt, weil er allhie lebt	Sadness	Awe / Sublime
im Schauplatz dieser Welt; er sitzt, und doch nicht feste.	Sadness	Awe / Sublime
Der steigt, und jener fällt, der suchet die Paläste	Sadness	Awe / Sublime
und der ein schlechtes Dach; der herrscht, und jener webt.	Sadness	Awe / Sublime
Was gestern war, ist hin; was itzt das Glück erhebt,	Sadness	Sadness
wird morgen untergehn; die vorhin grüne Äste	Sadness	Sadness
sind nunmehr dürr und tot; wir Armen sind nur Gäste,	Sadness	Sadness
ob den' ein scharfes Schwert an zarter Seide schwebt.	Sadness	Sadness
Wir sind zwar gleich am Fleisch, doch nicht vom gleichem Stande	Awe / Sublime	Sadness
Der trägt ein Purpurkleid, und jener gräbt im Sande	Awe / Sublime	Sadness
